full_name,H,albedo,a,e,i,long_node,arg_peri,anomaly,peri,apo,period
       (2019 CZ2),24.6,,1.400446437,0.326549619,0.679448856,212.2521334,244.5418223,181.1278422,0.943131186,1.857761687,1.65732605
       (2019 CA3),25.9,,1.530060531,0.621191236,4.255021636,318.670233,80.59196215,28.69828917,0.579600339,2.480520722,1.892653537
       (2019 CB3),26.5,,1.910308251,0.467294509,10.48787605,319.2343068,206.4690219,351.0564432,1.017631694,2.802984808,2.640361427
       (2019 CC3),25.8,,1.668393324,0.372218594,2.119128511,322.972814,197.3699932,30.05419244,1.047386307,2.289400342,2.155042639
       (2019 CD3),24.5,,1.499010973,0.441475699,18.03143092,324.5602478,106.4412244,28.93735828,0.837234055,2.160787891,1.83533531
       (2019 CE3),25.4,,1.207517304,0.185637825,16.69966017,321.7912387,136.7779019,29.8417062,0.983356418,1.431678191,1.326930715
       (2019 CF3),25.3,,1.616495846,0.508526397,5.195148696,126.8117006,300.5052094,25.45978109,0.794465037,2.438526655,2.05527572
       (2019 CZ3),23.7,,1.181664274,0.277736984,5.51028999,308.0198486,103.6370741,45.46261836,0.853472403,1.509856145,1.284545111
       (2019 CB4),26.2,,1.494411069,0.291570439,4.859354479,338.5419203,165.6839364,108.7759907,1.058684978,1.93013716,1.826893858
       (2019 CC4),23.2,,1.696215707,0.49580517,4.772296812,38.28660312,165.1221867,5.28667202,0.855223191,2.537208223,2.209173489
       (2019 CD4),23.7,,2.845532555,0.621997122,19.72225189,320.6621577,205.9971138,173.80399,1.075619495,4.615445615,4.800135978
       (2019 CE4),18.1,,2.852750832,0.660090153,20.6751638,38.59087981,347.0551768,189.1204957,0.969678099,4.735823564,4.818412349
       (2019 CF4),27,,1.394044585,0.264239133,3.269630782,324.319956,199.2955817,149.1340356,1.025683453,1.762405717,1.645974861
       (2019 CG4),29,,1.219788502,0.281912732,3.850315433,321.9128875,242.6225038,240.3754981,0.875914593,1.563662411,1.347209092
       (2019 CH4),25.3,,1.297577757,0.214686365,23.20975807,137.576415,24.79394493,208.1855749,1.019005505,1.576150009,1.478115226
       (2019 CJ4),25.53,,1.202588544,0.379430016,3.242610449,327.0082815,86.05928827,338.0238778,0.746290354,1.658886734,1.31881475
       (2019 CK4),23.4,,2.394251948,0.58180885,2.162469054,18.86088966,168.9463953,221.0434711,1.001254975,3.787248922,3.704784718
       (2019 CL4),24.6,,1.449985788,0.450942733,3.312347513,352.913952,67.41391627,35.0053777,0.796125234,2.103846341,1.74603852
       (2019 CM4),23,,1.72279364,0.482996791,5.374228325,356.4266578,225.2208591,350.8759661,0.890689841,2.55489744,2.261299528
       (2019 CN4),21.1,,2.006383422,0.369169092,10.66483077,15.31467002,176.2917699,284.7767575,1.265688677,2.747078168,2.842032883
       (2019 CO4),18.8,,2.849933837,0.836241745,44.6923161,152.9594039,232.112429,197.0053931,0.466700192,5.233167481,4.811277082
       (2019 CP4),26.2,,2.071336044,0.491363085,3.212083741,138.0164626,18.0154166,283.3599328,1.053557976,3.089114112,2.981151493
       (2019 CQ4),23.1,,2.06116902,0.676602447,9.783944232,139.9869836,268.4912111,19.14104263,0.666577017,3.455761022,2.959229253
       (2019 CR4),26.4,,0.755153794,0.401423319,5.778128451,320.1360986,352.9644237,189.9873007,0.452017452,1.058290136,0.65623791
       (2019 CS4),23.5,,1.463388956,0.155363445,19.06172759,140.8411702,21.0121388,350.3550796,1.236031806,1.690746105,1.770304046
       (2019 CT4),24.4,,1.360862708,0.33726826,16.40363606,339.4956085,235.0829177,141.9106603,0.901886911,1.819838506,1.587558261
       (2019 CX4),25.3,,1.628139783,0.379343288,5.670721735,161.1788673,21.99527983,35.62757364,1.010515884,2.245763682,2.077522494
       (2019 CZ4),21.9,,1.348840996,0.361666739,13.16071814,341.7009606,263.7467603,127.6341252,0.861010071,1.83667192,1.566568313
       (2019 CB5),28.3,,1.254725642,0.205195679,0.794265433,307.7141486,161.8122054,20.35668523,0.997261362,1.512189922,1.405501658
       (2019 CC5),22,,1.844408988,0.60504869,7.489211452,131.2559225,295.5434773,3.721432674,0.728451746,2.960366229,2.504921077
       (2019 CD5),22,,2.314414927,0.666704581,2.622948672,32.7074366,211.1461175,221.9604546,0.771383894,3.857445961,3.521032509
       (2019 CE5),23.3,,1.221726508,0.174550714,6.639110577,343.336426,133.3879394,291.9063332,1.008473274,1.434979741,1.350421045
       (2019 CF5),24,,1.565439559,0.606398589,14.9044366,142.5319754,261.9291281,28.95006411,0.61615922,2.514719899,1.958676257
       (2019 CG5),27.1,,1.485985465,0.373457677,7.852191109,142.6168088,45.92826184,92.77620016,0.931032784,2.040938145,1.811465404
       (2019 CH5),24.3,,2.262717207,0.651775756,4.263570128,346.9009424,89.7076854,12.79522632,0.787932989,3.737501425,3.403718392
       (2019 CJ5),24.7,,1.275956631,0.123510385,24.43526596,321.6094994,193.841853,350.3577912,1.118362737,1.433550526,1.441325507
       (2019 CK5),26.3,,1.302127766,0.309203703,6.082082417,142.6343999,68.6538965,318.2459082,0.89950504,1.704750493,1.485896644
       (2019 CL5),24.8,,2.47226884,0.587279089,12.44820959,140.5461531,345.7935122,5.546627613,1.020357047,3.924180633,3.887332998
       (2019 CM5),27.85,,1.637834247,0.40054977,0.400597683,115.6203651,11.94375013,55.20690349,0.981800116,2.293868378,2.096105435
       (2019 CN5),27.9,,1.633983905,0.555008621,8.782072831,321.9833228,105.0172591,73.05520668,0.727108752,2.540859059,2.088718262
       (2019 CO5),21.3,,2.505709205,0.606317166,19.85955232,345.5849963,116.5490794,224.7948425,0.9864547,4.024963709,3.966470282
       (2019 CP5),26.5,,1.709472971,0.443624896,20.42250247,143.5157236,323.0972883,13.40952343,0.951108202,2.467837741,2.235123681
       (2019 CQ5),27.5,,0.880442943,0.35887603,11.77927745,143.5334934,228.9659626,51.2943807,0.564473075,1.19641281,0.826152131
       (2019 CS5),25.9,,1.542135761,0.374339708,3.57114546,147.9815745,20.89716772,76.22370941,0.96485311,2.119418411,1.915102902
       (2019 CV5),22.9,,2.608314932,0.502372312,4.374106489,150.8574469,345.2415418,2.718067118,1.29796973,3.918660134,4.212580797
       (2019 CW5),21,,2.690643831,0.554376462,6.6521314,180.4668683,351.4539648,188.994784,1.199014222,4.182273439,4.413595429
       (2019 CX5),22.5,,1.464895525,0.219036989,34.1105293,329.5559165,161.2629624,134.5517358,1.14402922,1.78576183,1.77303856
       (2019 CY5),26.1,,2.018423037,0.522226867,5.803555996,141.1951376,340.4894394,7.384198614,0.964348298,3.072497776,2.867652309
       (2019 DA),23.1,,0.928872082,0.200374075,8.438024618,132.8439394,248.9675242,337.9237968,0.742750198,1.114993967,0.895245337
       (2019 DB),26.1,,1.348895985,0.277562714,9.077706776,156.5666125,333.4494985,193.4367987,0.974492754,1.723299216,1.566664113
       (2019 DC),26.2,,2.572327271,0.610509009,6.283936884,338.2736398,201.8326479,355.7381336,1.001898297,4.142756245,4.125698956
       (2019 DD),26.8,,1.166259689,0.289104486,11.42523441,155.8174028,80.85033703,260.8368569,0.829088781,1.503430597,1.259508491
       (2019 DE),25.9,,2.550931218,0.594817581,3.058038443,147.5127049,13.57695147,359.8782601,1.033592481,4.068269955,4.07433116
       (2019 DF),29.8,,2.404105553,0.653609822,3.17802235,156.9343074,54.1735167,350.2254216,0.83275855,3.975452557,3.727678937
       (2019 DH),24.8,,2.281775501,0.585021113,1.849969829,328.8027089,234.6624484,233.8094798,0.946888659,3.616662344,3.446811804
       (2019 DJ),21.7,,2.109223572,0.408844383,15.44103579,332.4844349,200.9157281,268.012858,1.246879363,2.971567782,3.06331831
       (2019 DK),22.47,,1.347029307,0.183780611,8.033205263,161.2288369,243.0943744,268.7744453,1.099471437,1.594587176,1.563413181
       (2019 DL),25.4,,1.255300525,0.154049419,8.839483141,152.9837203,351.2505798,248.4997839,1.061922209,1.448678842,1.406467717
       (2019 DM),24.5,,1.83079187,0.512871239,7.059326157,160.7957424,49.75593595,324.3365577,0.891831375,2.769752365,2.477231906
       (2019 DN),22.4,,2.43161312,0.583066551,2.891784601,356.9691517,162.1526951,221.0890162,1.013820846,3.849405394,3.791839264
       (2019 DO),25.5,,1.101583076,0.278239914,16.93168924,158.4356952,88.06637231,311.4903388,0.795078695,1.408087457,1.156202981
       (2019 DP),24.98,,1.072812212,0.248728958,10.36556811,336.4285802,91.05324464,100.3537069,0.805972749,1.339651676,1.111203921
       (2019 DQ),26.8,,0.823071082,0.385452543,3.127779976,159.8768075,210.7285539,162.8861559,0.50581624,1.140325923,0.746731062
       (2019 DR),25.5,,1.485653367,0.347937166,2.844960069,333.3904656,137.8619163,127.179998,0.968739345,2.002567388,1.810858181
       (2019 DS),24.9,,1.655621216,0.427751803,6.520189726,158.7210384,58.8844563,10.97796159,0.947426256,2.363816176,2.130343703
       (2019 DT),20.6,,1.995386826,0.622267391,8.484237192,70.37763789,3.966280449,318.7106485,0.753722672,3.237050979,2.818699984
       (2019 DU),27.2,,1.274371966,0.318403406,7.785091064,157.189303,290.7833931,39.97134006,0.868607591,1.680136341,1.438641274
       (2019 DV),22.4,,0.958681509,0.136091288,30.09952303,343.7740965,354.1359038,356.3099695,0.828213308,1.08914971,0.938684677
       (2019 DW),27,,0.937078509,0.166385805,10.02959525,338.7416568,47.82530812,324.4475634,0.781161946,1.092995071,0.907135512
       (2019 DX),27,,1.83408761,0.533691801,1.171678157,346.1284607,230.1601925,342.9536481,0.855250091,2.812925129,2.483924081
       (2019 DY),27.7,,2.014094501,0.521238149,4.331043734,339.2066545,145.01205,10.15830158,0.964271612,3.06391739,2.858432676
       (2019 DZ),24,,1.613237349,0.351144727,15.98683081,340.7996182,137.7778774,70.14333763,1.04675756,2.179717138,2.049064383
       (2019 DA1),26,,1.404732417,0.431219813,5.741029932,345.5657758,249.976163,112.4228114,0.798983966,2.010480868,1.664940084
       (2019 DB1),24.9,,0.934663723,0.406474055,40.9095575,157.3008094,234.7149218,82.66784063,0.55474717,1.314580276,0.903631335
       (2019 DC1),23,,1.805293563,0.547589723,27.59197562,333.5314565,251.297849,327.1694549,0.816733361,2.793853766,2.425660146
       (2019 DE1),22.8,,1.770149142,0.439001458,25.09698526,154.8951722,306.8818546,23.99823608,0.993051087,2.547247197,2.355173959
       (2019 DF1),26.6,,1.345960146,0.266042028,4.347697488,166.2992597,312.8640608,23.40004554,0.98787818,1.704042113,1.561552189
       (2019 DG1),26.68,,2.221403953,0.550883656,0.82507785,356.3206725,171.37271,251.8144049,0.997668823,3.445139084,3.310926294
       (2019 DH1),26.2,,1.040410479,0.171738716,0.840276712,299.6152046,321.4077311,350.4758886,0.861731719,1.219089238,1.061244075
       (2019 DJ1),26.8,,1.011179581,0.117506623,1.685732442,352.3702286,266.4131219,21.51352647,0.892359284,1.129999878,1.016835357
       (2019 DK1),26.3,,1.069102664,0.460650389,13.25504763,161.4117701,243.3250875,61.06564794,0.576620106,1.561585222,1.105445458
       (2019 DL1),26.6,,0.874470112,0.162437227,6.51619736,347.1452136,3.414625553,114.1189669,0.732423612,1.016516613,0.817759614
       (2019 DM1),28,,2.338589725,0.693003999,0.614151121,350.6051726,95.63007727,247.7459537,0.717937694,3.959241755,3.576343771
       (2019 DN1),28.8,,0.863802631,0.378086756,8.085659237,159.799134,133.6908756,232.2301382,0.537210297,1.190394966,0.802841819
       (2019 DO1),24.1,,1.974829068,0.480888087,5.830565957,177.588026,297.7915379,316.3450415,1.025157296,2.92450084,2.775252285
       (2019 DP1),25.1,,2.465641319,0.583479302,4.862375973,170.6183627,23.95350186,353.750387,1.026990643,3.904291995,3.871712059
       (2019 DQ1),25.3,,2.486087232,0.593801485,1.584976386,0.325494502,169.9258571,212.1213863,1.009844942,3.962329521,3.919970032
       (2019 DR1),23.8,,1.153871412,0.230508448,12.47430911,161.2480907,92.1109648,251.0326857,0.887894304,1.41984852,1.239493697
       (2019 DS1),25.6,,1.020997831,0.237633196,15.38544735,157.8798555,263.2061892,166.5970377,0.778374853,1.263620808,1.031680997
       (2019 DT1),26.5,,1.437880366,0.285940767,12.57042213,340.5429998,194.9323075,352.0665296,1.026731751,1.849028981,1.724218627
       (2019 DU1),25.5,,1.800495223,0.427549673,5.609223864,160.8383801,330.4208047,13.35783707,1.030694078,2.570296367,2.415995729
       (2019 DW1),24.6,,2.249679863,0.77848677,4.873492926,164.8589905,97.37741795,346.6910677,0.498333853,4.001025874,3.374343447
       (2019 DX1),24.3,,1.517889516,0.394049417,9.986822246,162.62419,284.2291927,34.35129867,0.919766037,2.116012995,1.870115562
       (2019 DY1),25.4,,0.944149875,0.439154719,11.01223065,337.7423302,46.72862988,89.25054217,0.529522002,1.358777748,0.917422976
       (2019 DZ1),24.6,,1.375538722,0.235454214,19.07287682,159.4730914,51.15276946,129.3115324,1.051662333,1.699415112,1.613308542
       (2019 DA2),27.2,,1.989886083,0.506725766,3.829214204,336.9072996,153.8036359,9.038450096,0.981559533,2.998212632,2.807052428
       (2019 DB2),25.7,,1.121469044,0.095719505,16.37842529,343.2810245,182.2304061,343.1760679,1.014122582,1.228815505,1.187651817
       (2019 DC2),25.5,,1.904774071,0.424790195,10.9030842,332.6406025,162.686941,3.543467413,1.095644721,2.713903421,2.628896015
       (2019 DD2),21.6,,2.042587428,0.5118613,36.64784639,179.0548195,29.97014366,280.1900709,0.997065972,3.088108883,2.919303069
       (2019 DE2),24.4,,1.806653226,0.582881017,19.15246552,338.7505966,90.4824832,27.62244116,0.753589357,2.859717095,2.428401003
       (2019 DF2),20.9,,2.796366442,0.748677761,32.47294061,129.4604017,321.2139442,14.13657802,0.702789075,4.88994381,4.676267268
       (2019 DG2),28.475,,2.559461232,0.754895173,3.482412812,337.1555547,98.42444273,11.10064883,0.627336302,4.491586162,4.09478436
       (2019 ED),26.9,,0.891432905,0.124491813,1.141333119,135.8757587,215.7236042,83.16205912,0.780456807,1.002409003,0.841668732
       (2019 EE),26.3,,2.227765619,0.550988776,16.56718803,345.2440501,194.2524331,355.5474426,1.000291768,3.45523947,3.325159238
       (2019 EF),26.71,,1.513600315,0.589168934,7.848644316,159.123678,269.7504057,118.7666971,0.621834031,2.405366598,1.8621944
       (2019 EG),22.2,,1.279819969,0.399500846,33.86142618,343.7581113,94.07765192,262.3771558,0.768530808,1.791109129,1.44787652
       (2019 EH),24.8,,1.525202255,0.351753848,1.579354428,306.0825407,193.1255517,96.00646787,0.988706494,2.061698017,1.883646315
       (2019 EJ),24.6,,2.021485443,0.508631437,5.041109239,169.3401657,332.1767712,297.7345974,0.993294398,3.049676488,2.874181103
       (2019 EK),26.4,,1.322257961,0.245243975,18.75061219,161.5911409,20.78785215,179.4215165,0.997982163,1.64653376,1.520486219
       (2019 EN),21.2,,2.179171889,0.618250009,9.790360123,192.8881298,46.64445229,242.1707734,0.831898848,3.526444929,3.21695832
       (2019 EO),23.2,,0.994303557,0.532448726,9.345336071,130.2963718,255.5496246,199.4187522,0.464887895,1.523719218,0.991486241
       (2019 EQ),19.4,,2.191492331,0.716604429,17.03174975,0.094219388,58.79233076,275.0845229,0.62105922,3.761925441,3.244278549
       (2019 ER),27.1,,0.908253953,0.187228107,10.899904,158.1161163,226.1904911,9.341730285,0.738203284,1.078304622,0.865603786
       (2019 ES),25.4,,1.416656589,0.329219264,2.682386372,22.66851098,188.2089084,112.3959085,0.950265949,1.883047229,1.686184455
       (2019 ET),24.5,,1.135553067,0.163296402,27.08392318,343.7628793,236.2396337,289.5899897,0.950121337,1.320984798,1.210094687
       (2019 EU),25.7,,2.08840185,0.552808984,4.912322514,350.3819011,209.6274755,268.0807748,0.933914546,3.242889154,3.018069985
       (2019 EZ),27.3,,1.84952621,0.55515508,6.92288727,345.3145654,237.970623,316.3974255,0.822752339,2.876300082,2.515352976
       (2019 EA1),24.1,,1.376567634,0.761873212,23.42922629,157.9852564,131.4377489,330.2182869,0.32779763,2.425337639,1.615119028
       (2019 EB1),25.6,,1.063339957,0.023517428,22.41960193,157.650871,310.0740496,54.00081551,1.038332936,1.088346978,1.096519609
       (2019 EC1),23.5,,1.906564558,0.45912841,25.4321938,354.9846515,155.4630756,6.465449423,1.031206605,2.781922512,2.632603628
       (2019 ED1),27.63,,0.901344549,0.328538357,5.34208071,341.5019119,53.86227294,351.2690067,0.605218292,1.197470807,0.855745172
       (2019 EE1),26.1,,0.943889443,0.092151722,17.47926309,350.2001353,351.7333979,15.52287088,0.856908405,1.030870481,0.917043412
       (2019 EF1),26.2,,1.182436772,0.177719293,8.300874762,348.8996806,214.064699,263.7954017,0.972294945,1.392578599,1.285804949
       (2019 EG1),26.1,,1.232095234,0.267011962,12.20472787,160.1285275,306.9930331,286.2171042,0.903111068,1.561079401,1.367648895
       (2019 EH1),30.098,,1.381983583,0.487228819,0.602472013,340.1984993,262.8907114,125.2261713,0.708641354,2.055325813,1.62466015
       (2019 EM1),22.3,,0.670889305,0.550833924,28.45603747,159.7012166,196.7182148,221.4185295,0.301340717,1.040437894,0.549521268
       (2019 EN1),22.7,,2.571995335,0.59892481,5.607001131,351.5388888,146.4254561,205.0472576,1.031563517,4.112427153,4.124900406
       (2019 EO1),24.1,,1.210795754,0.120270379,17.98213141,346.2328196,217.2408045,233.7467255,1.06517289,1.356418619,1.332338374
       (2019 EP1),25.6,,1.742858395,0.386095327,3.303877054,16.69197652,152.5026934,1.26775872,1.069948912,2.415767877,2.300919137
       (2019 EQ1),20.9,,1.634905569,0.373675435,14.1300863,118.7235188,141.3262737,350.072497,1.02398152,2.245829619,2.090485753
       (2019 ER1),23.6,,1.207727067,0.130118268,8.301721379,344.9753844,227.2449708,227.8292322,1.050579713,1.36487442,1.327276489
       (2019 ES1),23.7,,1.850600527,0.576107468,3.761220838,344.9518184,110.7807216,350.9163084,0.784455743,2.91674531,2.517544897
       (2019 ET1),24.9,,2.053013454,0.506851032,4.294027189,17.62677817,183.9100066,273.5199989,1.012441466,3.093585442,2.941683168
       (2019 EU1),25.6,,1.844946546,0.460731592,6.07669649,163.6098275,355.4591987,335.3518796,0.994921386,2.694971706,2.506016256
       (2019 EW1),27.1,,0.961278105,0.346364873,7.211099107,351.7002346,293.4055707,85.93649769,0.628325136,1.294231073,0.942500909
       (2019 EZ1),26,,2.032904767,0.573116211,2.525908004,356.9301442,115.1100053,14.19665015,0.86781409,3.197995444,2.898569737
       (2019 EA2),25.8,,0.841555032,0.198085598,6.532306202,0.345344052,341.9015616,189.2968672,0.6748551,1.008254964,0.772026102
       (2019 EB2),25.9,,1.06120562,0.387203685,13.09792116,166.7539301,257.862565,100.6972342,0.650302894,1.472108346,1.093219864
       (2019 EC2),21.25,,1.709664,0.360898431,15.91084031,181.3348246,345.9592205,11.1412725,1.092648944,2.326679056,2.235498345
       (2019 ED2),23.5,,1.997424467,0.473843205,7.05876523,189.5321717,339.6350501,294.704916,1.050958456,2.943890478,2.82301867
       (2019 EF2),25.8,,1.219839057,0.180754419,14.74717584,352.8172103,195.7253791,243.5573597,0.999347757,1.440330357,1.347292848
       (2019 EK2),27.5,,1.055231272,0.261406519,1.449162319,350.678024,284.3639219,287.8974121,0.779386939,1.331075606,1.084000998
       (2019 EL2),26.4,,1.525153389,0.357888419,6.933333326,172.4981355,336.3804532,90.4211871,0.979318655,2.070988124,1.883555791
       (2019 EN2),27.6,,1.063205188,0.310762681,7.289896886,171.9358483,264.9506214,95.27367308,0.732800693,1.393609683,1.096311154
       (2019 EO2),23.5,,1.200801353,0.229443011,21.62488921,352.6220051,122.3082904,306.6266625,0.925285875,1.476316831,1.315875968
       (2019 EP2),23.5,,1.385134805,0.246058259,13.28599754,355.3201343,156.5022091,159.5838902,1.044310946,1.725958663,1.630220182
       (2019 EQ2),20.6,,2.245287592,0.448526029,44.2387586,170.6554095,328.3705072,256.647079,1.238217665,3.25235752,3.364466178
       (2019 ER2),25.9,,1.231276084,0.197066011,3.604881734,180.0362873,34.38270593,218.2544313,0.988633418,1.473918749,1.366285213
       (2019 ES2),25.9,,1.257030063,0.261201171,0.922809998,343.7835451,246.2829585,327.2394257,0.928692339,1.585367787,1.409375439
       (2019 ET2),25,,2.110626568,0.522371593,7.826218742,359.6899963,162.4661444,4.833591923,1.008095206,3.213157931,3.066375267
       (2019 EU2),21,,2.430328507,0.667489803,15.59033284,199.0050532,246.437662,238.7512519,0.80810901,4.052548003,3.788834836
       (2019 EV2),19.6,,1.388791989,0.657397304,66.37308973,181.1128646,218.2878103,203.7356166,0.47580388,2.301780099,1.636680871
       (2019 EW2),26.2,,2.653893056,0.658051868,3.040771594,180.0138895,311.1926603,7.976753209,0.907493773,4.40029234,4.323478757
       (2019 EJ3),22.576,,24.19656617,0.955539077,139.6128634,340.6623215,193.557456,359.9333775,1.075801666,47.31733067,119.0251696
       (2019 FA),28.75,,1.342737916,0.298793979,1.099703069,174.2351815,320.4322785,192.3566238,0.941535911,1.743939921,1.555948009
       (2019 FB),25.9,,2.298936973,0.581567566,3.181412138,166.62758,345.2645419,241.5657849,0.961949793,3.635924153,3.485770577
       (2019 FC),24.1,,1.774766202,0.783017196,2.908616419,344.3898231,76.53059494,19.91126123,0.385093747,3.164438657,2.364394425
       (2019 FD),23.3,,0.951146336,0.244393135,8.52624613,167.8251349,254.032873,256.6834045,0.718692701,1.183599971,0.927639453
       (2019 FE),24.1,,1.916372039,0.526551094,2.646629849,177.3837112,317.1552368,322.3494827,0.907304245,2.925439834,2.652943133
       (2019 FF),26.3,,0.863421685,0.264807189,9.083996965,0.969864094,319.0644104,186.8151986,0.634781416,1.092061954,0.802310785
       (2019 FH),20.2,,1.527669767,0.774104033,3.852075329,255.187674,152.2999592,103.1685449,0.345094439,2.710245095,1.888219281
       (2019 FJ),19.11,,0.762201265,0.612889914,44.43783139,156.9033607,150.2075066,24.58662702,0.295055798,1.229346733,0.665445818
       (2019 FK),19.8,,1.960800904,0.436327328,45.2667603,325.1019209,167.3687835,8.557064322,1.105249886,2.816351923,2.745733927
       (2019 FL),24.2,,1.650407219,0.391307317,18.83463565,180.9317996,338.7942711,34.98023077,1.004590798,2.296223639,2.120288091
       (2019 FM),20.9,,1.65404188,0.242227734,13.48583979,52.16723572,113.6232235,27.18726445,1.253387063,2.054696696,2.127296152
       (2019 FO),24.7,,0.849993535,0.204088451,14.78995361,179.1043981,197.3019636,123.2734947,0.676519671,1.023467399,0.783667139
       (2019 FP),26.2,,1.675467885,0.489736157,8.495248244,3.26107724,122.0154445,20.51224254,0.854930682,2.496005089,2.168764342
       (2019 FQ),27.1,,1.16620211,0.16002094,14.74222795,182.7106365,329.819621,311.5302559,0.979585352,1.352818868,1.259415218
       (2019 FR),24,,0.779384793,0.345944907,4.206499172,142.4709775,200.4899852,328.4637106,0.509760593,1.049008992,0.688075499
       (2019 FS),19.8,,1.673198746,0.608834237,13.8845006,113.1076283,178.9222882,336.4408847,0.654498064,2.691899428,2.164359994
       (2019 FT),22.9,,1.211493037,0.678491254,34.23037579,5.333720944,304.2384034,317.9661003,0.389505607,2.033480467,1.333489455
       (2019 FU),23.2,,2.380099058,0.642043992,4.866099959,18.1187646,231.4155176,208.9047448,0.851970757,3.908227359,3.671983752
       (2019 FV),24,,1.198511867,0.178693921,11.36674264,19.51357053,210.5012726,231.2212056,0.984345083,1.412678652,1.312114426
       (2019 FW),26.1,,1.617624886,0.371774018,7.133115451,186.4305335,354.5546743,38.10075593,1.016233982,2.21901579,2.057429353
       (2019 FX),25.8,,1.384034058,0.271207781,5.667021263,188.3364338,6.54286343,135.7111844,1.008673252,1.759394864,1.628277299
       (2019 FY),22.8,,2.172262653,0.526856598,8.406726155,198.1190908,40.21773235,239.3184204,1.027791742,3.316733564,3.201671025
       (2019 FZ),21.4,,0.877423518,0.6287685,27.66317032,192.4576698,139.9320483,187.5100841,0.325727248,1.429119788,0.82190592
       (2019 FA1),24.4,,1.626019684,0.385965949,14.15754982,190.3223178,321.706031,47.24330087,0.998431453,2.253607915,2.073465914
       (2019 FB1),27.76,,1.76202549,0.45080803,3.853249637,12.96077814,203.6168576,337.635977,0.96769025,2.556360731,2.338979861
       (2019 FC1),25.6,,2.215240797,0.801485876,1.983449957,6.143879437,75.52740712,260.3913445,0.439756587,3.990725007,3.297156896
       (2019 FD1),23.5,,1.811207083,0.462275576,8.755616148,190.2413243,312.1845514,348.2889697,0.973930285,2.648483881,2.437588342
       (2019 FE1),20.1,,1.398209592,0.560993197,36.04098622,352.4281383,320.6959409,54.2995883,0.613823523,2.182595661,1.653356922
       (2019 FF1),25.5,,2.484078485,0.59016863,5.468182401,167.375934,36.4487917,356.7613575,1.018053288,3.950103681,3.915220015
       (2019 FG1),22.84,,2.346590639,0.527043616,10.49814207,41.09642715,162.2847784,221.7587554,1.109835024,3.583346253,3.59471284
       (2019 FH1),25.3,,1.451661855,0.283670591,3.18236324,47.03133259,152.2608074,98.662044,1.039868079,1.863455631,1.749066815
       (2019 FJ1),22,,1.557164109,0.263705996,11.22183723,49.34535044,126.3847341,65.81249811,1.146530597,1.967797621,1.94316545
       (2019 FK1),25.25,,1.421803202,0.317842667,12.99277908,6.312085453,143.574931,138.6554306,0.969893481,1.873712923,1.695381478
       (2019 FL1),26.9,,1.341744278,0.42054275,6.904299955,189.4792044,75.41149719,128.3391692,0.777483449,1.906005107,1.554221205
       (2019 FM1),23.5,,1.908681309,0.451247669,8.987918118,188.0421468,301.8014862,328.6147657,1.047393318,2.7699693,2.636989091
       (2019 FN1),27.1,,1.567057878,0.370376321,11.16075539,188.0797397,31.07797715,40.51719174,0.986656746,2.147459011,1.9617143
       (2019 FO1),25.4,,2.615467914,0.616213285,3.757537937,187.5731898,37.60102797,184.6730576,1.00378184,4.227153989,4.229921398
       (2019 FP1),26.4,,2.102061129,0.587350957,10.0485879,7.31460483,125.2324261,13.37142882,0.867413514,3.336708744,3.047728066
       (2019 FQ1),27.2,,0.787805741,0.354770774,10.95778728,188.2455223,157.3032933,305.1114333,0.508315288,1.067296193,0.699257147
       (2019 FR1),25.1,,1.314897591,0.315395422,36.84971316,187.8684713,77.67512819,316.0042316,0.90018491,1.729610272,1.507808186
       (2019 FS1),25.8,,1.287405087,0.172846142,28.83389963,8.424785375,185.2948122,356.6911875,1.064882084,1.50992809,1.460767283
       (2019 FT1),27,,2.043351654,0.553069511,4.527655043,183.2089074,316.7534376,290.5059264,0.913236154,3.173467154,2.920941591
       (2019 FU1),27.4,,2.154998434,0.712308003,2.405273017,10.54655363,89.95601821,16.94591555,0.619975803,3.690021064,3.163578683
       (2019 FV1),28.9,,1.922403114,0.634678891,6.846135432,9.837632381,256.6693582,342.4921898,0.702294437,3.142511791,2.665476722
       (2019 FW1),26.5,,2.401780972,0.573862458,2.893275143,19.72169675,190.0962855,355.3543228,1.02348904,3.780072904,3.722273685
       (2019 FX1),27.6,,1.675932693,0.517316356,3.489365699,180.5970697,299.9660606,22.16341718,0.8089453,2.542920087,2.169666892
       (2019 FY1),28.2,,1.111012346,0.134460931,3.384661999,13.61879877,116.3751623,20.08399161,0.961624591,1.2604001,1.171079907
       (2019 FZ1),25.6,,1.323533155,0.62776872,26.33025759,187.6444296,112.5708301,324.3719986,0.492660441,2.154405869,1.522686298
       (2019 FA2),26.1,,1.905790024,0.701865421,2.939125564,192.1503714,262.0660741,20.47262523,0.568181906,3.243398142,2.630999564
       (2019 FB2),26.5,,0.923860502,0.361482816,11.28202778,188.3294166,237.4646887,277.1698671,0.589900806,1.257820198,0.888009889
       (2019 FM2),20.61,,0.973914018,0.269031929,27.98514874,358.858315,75.37662644,205.0297678,0.711900051,1.235927985,0.961145479
       (2019 FN2),23.7,,0.831782418,0.214256385,13.75087383,29.07470686,343.2855697,167.8790194,0.653567724,1.009997112,0.758617411
       (2019 FO2),26,,1.769664564,0.466540917,2.061298125,352.5280146,150.6158274,17.58712662,0.944043636,2.595285491,2.354206932
